Data,Região,Produto,Quantidade,Preço Unitário,Custo Unitário,Lucro Bruto
2023-05-31,Sudeste,Smartphone,3,3306.22,816.31,7469.73
2023-05-31,Norte,Fone de Ouvido,14,3232.28,771.37,34452.740000000005
2023-05-31,Nordeste,Fone de Ouvido,13,2332.19,245.59,27125.8
2023-05-31,Centro-Oeste,Mouse,10,4371.43,2141.16,22302.700000000004
2023-05-31,Sudeste,Monitor,3,4976.98,1309.47,11002.529999999999
2023-05-31,Centro-Oeste,Notebook,15,1662.93,383.75,19187.7
2023-06-01,Sudeste,Monitor,4,2475.71,76.28,9597.72
2023-06-01,Sul,Fone de Ouvido,3,4202.29,2089.77,6337.5599999999995
2023-06-01,Nordeste,Monitor,1,4502.16,1211.12,3291.04
2023-06-01,Sudeste,Carregador,8,3189.24,2869.81,2555.4399999999987
2023-06-01,Sul,Notebook,15,2303.56,1615.42,10322.099999999999
2023-06-01,Nordeste,Fone de Ouvido,1,4455.32,820.26,3635.0599999999995
2023-06-01,Centro-Oeste,Smartphone,17,3586.98,1761.79,31028.23
2023-06-01,Centro-Oeste,Fone de Ouvido,15,2616.73,1828.34,11825.850000000002
2023-06-01,Sul,Teclado,2,4014.88,712.71,6604.34
2023-06-02,Norte,Teclado,16,3301.2,1423.3,30046.399999999998
2023-06-02,Norte,Mouse,2,4108.59,2158.22,3900.7400000000007
2023-06-02,Sudeste,Teclado,2,4122.77,2312.45,3620.6400000000012
2023-06-02,Centro-Oeste,Notebook,14,3004.55,183.0,39501.700000000004
2023-06-02,Sudeste,Notebook,13,3944.86,1896.02,26634.920000000002
2023-06-03,Nordeste,Teclado,9,3187.67,1223.93,17673.66
2023-06-03,Nordeste,Monitor,10,4240.89,1529.49,27114.000000000007
2023-06-03,Sudeste,Notebook,9,2741.8,1927.7,7326.9000000000015
2023-06-03,Sul,Teclado,17,3855.9,457.14,57778.920000000006
2023-06-03,Nordeste,Smartphone,8,2797.13,119.92,21417.68
2023-06-03,Norte,Mouse,19,3935.03,2327.8,30537.37
2023-06-04,Nordeste,Fone de Ouvido,14,1317.73,337.66,13720.98
2023-06-04,Sul,Smartphone,14,2886.32,1805.3,15134.280000000002
2023-06-04,Nordeste,Fone de Ouvido,3,3571.7,2323.28,3745.259999999999
2023-06-04,Sudeste,Notebook,13,4086.98,570.74,45711.119999999995
2023-06-04,Sudeste,Monitor,9,3438.15,884.09,22986.54
2023-06-04,Centro-Oeste,Mouse,7,4008.72,2692.63,9212.629999999997
2023-06-04,Centro-Oeste,Monitor,15,4318.4,2409.61,28631.84999999999
2023-06-04,Centro-Oeste,Fone de Ouvido,19,2065.47,809.73,23859.059999999998
2023-06-05,Norte,Mouse,9,3290.43,1076.27,19927.44
2023-06-05,Centro-Oeste,Smartphone,4,1144.12,480.28,2655.3599999999997
2023-06-05,Sul,Fone de Ouvido,19,3702.65,1500.88,41833.63
2023-06-05,Sul,Smartphone,16,3006.95,1758.82,19970.079999999998
2023-06-06,Sul,Carregador,12,1709.32,1548.73,1927.079999999999
2023-06-06,Sul,Carregador,15,3001.98,2150.62,12770.400000000001
2023-06-06,Sul,Carregador,4,4250.43,2454.85,7182.3200000000015
2023-06-06,Sul,Carregador,6,1767.49,967.37,4800.72
2023-06-06,Norte,Smartphone,19,3829.58,952.77,54659.39
2023-06-06,Norte,Monitor,5,3542.74,2566.22,4882.6
2023-06-07,Sudeste,Mouse,6,3150.5,2966.75,1102.5
2023-06-07,Norte,Smartphone,16,2082.06,502.3,25276.16
2023-06-07,Centro-Oeste,Monitor,13,2877.51,2562.75,4091.880000000003
2023-06-07,Norte,Mouse,6,2714.09,1797.38,5500.26
2023-06-07,Sul,Fone de Ouvido,15,2090.97,1454.01,9554.399999999998
2023-06-07,Nordeste,Teclado,4,2307.55,1670.4,2548.6000000000004
2023-06-08,Sul,Mouse,17,1858.7,1455.35,6856.950000000003
2023-06-08,Centro-Oeste,Carregador,19,2282.17,375.53,36226.16
2023-06-08,Sul,Notebook,9,1594.29,1291.31,2726.82
2023-06-08,Sudeste,Monitor,3,3370.14,785.81,7752.99
2023-06-08,Nordeste,Carregador,12,1513.22,691.4,9861.84
2023-06-08,Sul,Notebook,13,4057.46,1137.61,37958.05
2023-06-08,Sul,Notebook,19,2863.32,1055.64,34345.92
2023-06-09,Norte,Teclado,9,3738.11,55.78,33140.97
2023-06-09,Norte,Monitor,16,2262.95,791.07,23550.079999999994
2023-06-09,Norte,Smartphone,14,2195.39,1203.08,13892.34
2023-06-09,Sudeste,Fone de Ouvido,7,3811.04,834.39,20836.55
2023-06-10,Nordeste,Mouse,18,2033.44,709.57,23829.659999999996
2023-06-10,Nordeste,Carregador,12,2589.16,1099.62,17874.48
2023-06-10,Sudeste,Smartphone,7,4627.01,2595.63,14219.66
2023-06-10,Sul,Monitor,16,3492.75,2422.55,17123.199999999997
2023-06-10,Nordeste,Smartphone,19,2756.99,201.82,48548.229999999996
2023-06-11,Sudeste,Mouse,9,1391.19,1357.79,300.6000000000008
2023-06-11,Nordeste,Fone de Ouvido,10,2679.18,2389.68,2895.0
2023-06-12,Centro-Oeste,Monitor,11,658.06,339.88,3499.9799999999996
2023-06-12,Norte,Teclado,10,3478.9,2840.31,6385.9000000000015
2023-06-13,Sudeste,Carregador,4,4167.62,100.4,16268.88
2023-06-13,Centro-Oeste,Fone de Ouvido,13,2182.33,514.53,21681.399999999998
2023-06-13,Sul,Carregador,14,740.53,242.08,6978.299999999999
2023-06-13,Sul,Mouse,9,4740.65,1956.23,25059.779999999995
2023-06-14,Nordeste,Teclado,18,2470.23,1117.14,24355.62
2023-06-14,Sudeste,Teclado,14,2760.77,2695.47,914.2000000000025
2023-06-14,Sudeste,Teclado,17,3129.32,2346.37,13310.150000000005
2023-06-14,Norte,Teclado,1,1261.27,65.14,1196.1299999999999
2023-06-14,Norte,Teclado,9,2048.21,1940.52,969.2100000000005
2023-06-14,Sudeste,Smartphone,9,4791.45,2945.61,16612.559999999998
2023-06-15,Nordeste,Mouse,9,2963.01,204.96,24822.45
2023-06-16,Nordeste,Carregador,16,4155.17,2405.15,28000.32
2023-06-16,Centro-Oeste,Fone de Ouvido,12,3293.86,238.19,36668.04
2023-06-17,Nordeste,Teclado,8,3246.54,1008.23,17906.48
2023-06-17,Centro-Oeste,Notebook,19,3280.01,1091.61,41579.60000000001
2023-06-17,Norte,Carregador,8,3071.54,2095.43,7808.880000000001
2023-06-17,Nordeste,Teclado,12,3107.22,445.37,31942.199999999997
2023-06-18,Sudeste,Notebook,10,387.92,227.06,1608.6000000000001
2023-06-18,Centro-Oeste,Mouse,18,4965.44,1524.06,61944.84
2023-06-18,Sudeste,Fone de Ouvido,10,3436.15,166.51,32696.4
2023-06-18,Norte,Mouse,7,2354.81,259.64,14666.19
2023-06-19,Centro-Oeste,Smartphone,2,755.19,145.8,1218.7800000000002
2023-06-19,Sul,Fone de Ouvido,1,3591.51,546.93,3044.5800000000004
2023-06-19,Sul,Monitor,17,1035.27,957.82,1316.6499999999987
2023-06-19,Sul,Notebook,13,3558.17,140.78,44426.07
2023-06-19,Norte,Teclado,17,4673.6,206.04,75948.52
2023-06-19,Sul,Fone de Ouvido,14,1422.8,601.02,11504.92
2023-06-20,Norte,Mouse,13,3636.48,30.52,46877.48
2023-06-20,Nordeste,Monitor,2,291.67,94.57,394.20000000000005
2023-06-20,Sul,Carregador,17,4193.52,983.78,54565.58000000001
2023-06-20,Nordeste,Mouse,16,3778.63,1089.03,43033.600000000006
2023-06-21,Norte,Carregador,9,4819.57,1873.51,26514.539999999994
2023-06-21,Nordeste,Smartphone,19,1736.35,1677.48,1118.529999999998
2023-06-21,Sudeste,Carregador,6,1474.35,1198.74,1653.6599999999994
2023-06-21,Nordeste,Smartphone,16,3614.39,1372.67,35867.52
2023-06-22,Norte,Monitor,18,2989.99,177.94,50616.899999999994
2023-06-22,Centro-Oeste,Carregador,8,2939.47,236.86,21620.879999999997
2023-06-22,Centro-Oeste,Notebook,12,3147.7,428.03,32636.04
2023-06-22,Norte,Mouse,19,3545.31,83.66,65771.35
2023-06-23,Sudeste,Smartphone,13,4443.91,1281.89,41106.259999999995
2023-06-23,Nordeste,Fone de Ouvido,10,1326.96,837.1,4898.6
2023-06-23,Centro-Oeste,Smartphone,4,4824.32,2139.95,10737.48
2023-06-23,Sul,Fone de Ouvido,1,738.34,563.1,175.24
2023-06-23,Nordeste,Smartphone,17,3044.9,192.1,48497.600000000006
2023-06-23,Nordeste,Monitor,4,2517.65,68.96,9794.76
2023-06-23,Norte,Carregador,19,4275.1,162.84,78132.94
2023-06-23,Sudeste,Monitor,17,3666.13,1859.78,30707.95
2023-06-23,Norte,Teclado,5,3040.99,1973.62,5336.849999999999
2023-06-24,Sul,Carregador,14,3364.82,260.1,43466.08
2023-06-24,Sudeste,Mouse,6,1809.54,1315.39,2964.899999999999
2023-06-24,Norte,Mouse,14,1879.95,1524.04,4982.740000000002
2023-06-24,Norte,Fone de Ouvido,16,2754.79,1608.3,18343.84
2023-06-25,Centro-Oeste,Mouse,7,2594.73,1398.28,8375.15
2023-06-25,Norte,Smartphone,16,2907.69,2249.49,10531.200000000004
2023-06-26,Sul,Monitor,18,2240.89,1338.74,16238.699999999997
2023-06-26,Norte,Smartphone,2,2407.81,1759.72,1296.1799999999998
2023-06-26,Sudeste,Fone de Ouvido,4,4774.58,768.38,16024.8
2023-06-26,Nordeste,Mouse,19,1455.97,136.46,25070.69
2023-06-26,Sudeste,Monitor,15,2895.81,134.53,41419.2
2023-06-26,Sul,Fone de Ouvido,10,3386.41,1549.64,18367.699999999997
2023-06-27,Nordeste,Notebook,18,3352.08,2994.2,6441.840000000002
2023-06-27,Centro-Oeste,Notebook,14,4351.37,2936.88,19802.859999999997
2023-06-27,Sudeste,Carregador,13,3502.73,1071.02,31612.23
2023-06-28,Norte,Notebook,6,2873.23,1086.23,10722.0
2023-06-28,Sul,Fone de Ouvido,4,2984.22,1750.01,4936.839999999999
2023-06-28,Sul,Monitor,4,3389.67,2451.16,3754.040000000001
2023-06-28,Nordeste,Fone de Ouvido,11,2572.09,778.73,19726.960000000003
2023-06-28,Sul,Monitor,7,3791.84,1597.62,15359.54
2023-06-29,Sul,Smartphone,11,4330.33,2071.51,24847.019999999997
2023-06-29,Nordeste,Monitor,4,4170.94,934.7,12944.96
2023-06-29,Centro-Oeste,Carregador,5,3964.24,2201.82,8812.099999999999
2023-06-29,Sul,Notebook,17,4999.47,2185.53,47836.98
2023-06-29,Centro-Oeste,Teclado,4,2293.13,461.28,7327.400000000001
2023-06-29,Nordeste,Smartphone,11,3597.33,292.25,36355.88
2023-06-29,Nordeste,Notebook,3,4337.34,1966.18,7113.48
2023-06-30,Sudeste,Mouse,10,3525.96,537.23,29887.3
2023-06-30,Sudeste,Monitor,17,2717.86,218.66,42486.4
2023-06-30,Norte,Carregador,2,3935.7,1257.72,5355.959999999999
2023-07-01,Nordeste,Teclado,8,4486.18,445.8,32323.04
2023-07-01,Sudeste,Fone de Ouvido,14,4290.03,124.45,58318.119999999995
2023-07-01,Sul,Teclado,5,2033.7,1679.73,1769.8500000000001
2023-07-01,Sul,Monitor,12,4372.14,2740.89,19575.000000000007
2023-07-01,Sudeste,Mouse,10,3504.98,2844.66,6603.200000000002
2023-07-02,Sul,Monitor,1,2014.12,1552.76,461.3599999999999
2023-07-02,Norte,Carregador,11,4073.88,1203.03,31579.350000000006
2023-07-02,Sul,Smartphone,2,2390.99,30.99,4720.0
2023-07-02,Norte,Mouse,1,2821.44,2638.01,183.42999999999984
2023-07-02,Sudeste,Smartphone,3,2562.86,1357.03,3617.4900000000007
2023-07-02,Sudeste,Mouse,18,3216.24,941.47,40945.85999999999
2023-07-02,Sul,Notebook,10,3231.77,2111.7,11200.7
2023-07-03,Sul,Carregador,17,3261.8,1651.6,27373.400000000005
2023-07-03,Sul,Notebook,13,3304.49,2810.18,6426.029999999999
2023-07-03,Centro-Oeste,Carregador,11,3432.35,674.88,30332.17
2023-07-03,Sul,Mouse,18,1793.09,1492.64,5408.099999999997
2023-07-03,Nordeste,Mouse,14,1295.41,1146.98,2078.020000000001
2023-07-03,Nordeste,Carregador,19,3549.02,1139.44,45782.02
2023-07-04,Norte,Smartphone,17,4694.36,479.18,71658.05999999998
2023-07-04,Centro-Oeste,Fone de Ouvido,10,4180.17,131.74,40484.3
2023-07-04,Norte,Teclado,18,4257.7,696.4,64103.399999999994
2023-07-04,Sul,Fone de Ouvido,14,4409.73,1903.51,35087.07999999999
2023-07-05,Sul,Fone de Ouvido,4,4896.47,2639.18,9029.160000000002
2023-07-05,Centro-Oeste,Notebook,12,4362.71,2338.63,24288.96
2023-07-06,Sul,Smartphone,7,850.78,263.05,4114.110000000001
2023-07-06,Nordeste,Mouse,3,906.01,414.51,1474.5
2023-07-06,Norte,Carregador,15,2246.49,1604.59,9628.499999999998
2023-07-06,Centro-Oeste,Smartphone,10,2776.93,1235.09,15418.4
2023-07-07,Norte,Mouse,8,3770.7,1849.18,15372.159999999998
2023-07-07,Nordeste,Monitor,11,3412.03,210.52,35216.61
2023-07-07,Sul,Carregador,1,1315.88,411.77,904.1100000000001
2023-07-07,Centro-Oeste,Teclado,16,3752.87,825.1,46844.32
2023-07-07,Sudeste,Carregador,15,2038.46,457.34,23716.800000000003
2023-07-07,Norte,Mouse,5,4226.08,630.77,17976.55
2023-07-07,Sul,Notebook,11,3305.09,1836.74,16151.850000000002
2023-07-07,Norte,Teclado,17,655.25,508.54,2494.0699999999997
2023-07-08,Sudeste,Smartphone,14,4504.4,2639.53,26108.179999999993
2023-07-08,Sul,Mouse,17,2671.41,2104.23,9642.059999999998
2023-07-08,Sudeste,Smartphone,5,4158.12,747.66,17052.3
2023-07-08,Norte,Fone de Ouvido,15,2617.14,1242.46,20620.199999999997
2023-07-08,Norte,Monitor,8,1401.54,142.75,10070.32
2023-07-08,Norte,Mouse,12,1646.36,384.63,15140.76
2023-07-09,Nordeste,Smartphone,17,3216.33,458.58,46881.75
2023-07-09,Sul,Notebook,4,1604.34,1512.2,368.5599999999995
2023-07-09,Sul,Teclado,19,3961.32,643.78,63033.26
2023-07-09,Sudeste,Monitor,18,4874.72,1492.41,60881.58000000001
2023-07-09,Norte,Smartphone,11,2853.24,1585.54,13944.699999999997
2023-07-10,Norte,Mouse,1,2941.6,2185.54,756.06
2023-07-10,Centro-Oeste,Fone de Ouvido,10,1770.95,960.57,8103.8
2023-07-10,Sul,Teclado,16,1926.66,1324.77,9630.240000000002
2023-07-10,Norte,Notebook,14,3956.0,1531.39,33944.53999999999
2023-07-11,Nordeste,Teclado,3,2144.03,1557.09,1760.8200000000008
2023-07-11,Sul,Monitor,2,2851.67,105.53,5492.28
2023-07-11,Sul,Smartphone,8,2097.75,1954.7,1144.3999999999996
2023-07-11,Sul,Monitor,9,1755.34,438.52,11851.38
2023-07-11,Sudeste,Mouse,2,3432.91,296.13,6273.5599999999995
2023-07-11,Sudeste,Monitor,16,4290.43,730.78,56954.40000000001
2023-07-11,Nordeste,Fone de Ouvido,11,4957.5,1847.38,34211.32
2023-07-12,Norte,Smartphone,19,4647.73,905.86,71095.52999999998
2023-07-12,Sudeste,Smartphone,1,2071.63,1246.28,825.3500000000001
2023-07-12,Norte,Notebook,6,1626.24,1575.34,305.40000000000055
2023-07-12,Norte,Carregador,10,4045.57,2231.66,18139.100000000002
2023-07-12,Sul,Smartphone,13,4477.17,2440.31,26479.18
2023-07-12,Centro-Oeste,Notebook,10,1625.12,338.33,12867.9
2023-07-12,Norte,Teclado,9,2306.83,1373.48,8400.15
2023-07-12,Norte,Notebook,8,866.04,416.74,3594.3999999999996
2023-07-13,Nordeste,Smartphone,17,932.07,729.42,3445.0500000000015
2023-07-13,Norte,Smartphone,9,2779.88,461.47,20865.69
2023-07-13,Sudeste,Fone de Ouvido,19,2004.54,699.23,24800.89
2023-07-13,Centro-Oeste,Monitor,11,2723.58,606.12,23292.06
2023-07-13,Centro-Oeste,Fone de Ouvido,4,2936.35,1483.38,5811.879999999999
2023-07-13,Norte,Teclado,18,4661.46,1925.03,49255.740000000005
2023-07-14,Norte,Fone de Ouvido,16,4628.12,2851.79,28421.28
2023-07-14,Nordeste,Fone de Ouvido,1,4587.3,1159.46,3427.84
2023-07-14,Centro-Oeste,Fone de Ouvido,13,4822.67,548.16,55568.630000000005
2023-07-14,Nordeste,Mouse,16,4018.21,2447.45,25132.160000000003
2023-07-14,Norte,Carregador,16,4200.75,566.28,58151.520000000004
2023-07-15,Norte,Fone de Ouvido,2,4447.14,751.18,7391.920000000001
2023-07-16,Nordeste,Mouse,4,3636.07,1270.16,9463.64
2023-07-16,Nordeste,Monitor,7,3315.53,348.15,20771.66
2023-07-16,Sul,Notebook,18,2011.29,1238.26,13914.539999999999
2023-07-16,Centro-Oeste,Mouse,9,261.78,207.42,489.2399999999999
2023-07-16,Sul,Fone de Ouvido,15,3710.58,1632.93,31164.749999999993
2023-07-16,Centro-Oeste,Smartphone,3,2308.92,2138.57,511.0499999999997
2023-07-16,Sudeste,Teclado,13,944.1,177.4,9967.1
2023-07-16,Sudeste,Fone de Ouvido,19,4220.12,448.88,71653.56
2023-07-17,Norte,Carregador,17,228.96,101.48,2167.16
2023-07-17,Centro-Oeste,Fone de Ouvido,5,2045.99,333.42,8562.85
2023-07-17,Nordeste,Carregador,19,2871.02,1127.14,33133.72
2023-07-17,Nordeste,Smartphone,7,3227.27,542.01,18796.82
2023-07-18,Centro-Oeste,Fone de Ouvido,6,4724.54,382.95,26049.54
2023-07-18,Centro-Oeste,Mouse,1,2672.94,1565.49,1107.45
2023-07-18,Norte,Mouse,9,996.83,869.86,1142.7300000000002
2023-07-18,Sul,Teclado,15,2156.83,62.67,31412.399999999998
2023-07-18,Centro-Oeste,Smartphone,1,4662.33,2589.5,2072.83
2023-07-18,Norte,Notebook,14,3218.65,1010.09,30919.84
2023-07-18,Sul,Fone de Ouvido,17,1166.49,680.42,8263.19
2023-07-18,Norte,Monitor,8,3604.0,2464.79,9113.68
2023-07-18,Centro-Oeste,Monitor,9,2958.4,1387.34,14139.54
2023-07-19,Norte,Mouse,5,4122.58,1578.42,12720.8
2023-07-19,Norte,Mouse,8,2369.12,804.3,12518.56
2023-07-19,Nordeste,Teclado,8,2709.17,1748.79,7683.040000000001
2023-07-19,Sul,Monitor,15,3514.95,2963.52,8271.449999999997
2023-07-19,Sul,Mouse,1,2835.84,1832.1,1003.7400000000002
2023-07-19,Sul,Mouse,18,1502.11,786.81,12875.4
2023-07-19,Norte,Teclado,11,4691.88,657.43,44378.950000000004
2023-07-20,Norte,Smartphone,8,3556.53,1949.4,12857.04
2023-07-20,Centro-Oeste,Notebook,5,3500.12,1120.24,11899.400000000001
2023-07-20,Sudeste,Notebook,18,2977.1,2719.36,4639.319999999996
2023-07-20,Sul,Mouse,13,3258.68,2053.52,15667.079999999998
2023-07-21,Sul,Carregador,2,3325.52,2130.81,2389.42
2023-07-21,Sul,Fone de Ouvido,16,812.24,603.54,3339.2000000000007
2023-07-21,Sudeste,Fone de Ouvido,8,1109.72,369.55,5921.360000000001
2023-07-21,Sul,Monitor,9,4435.95,2921.53,13629.779999999997
2023-07-22,Sul,Carregador,12,4468.08,39.28,53145.600000000006
2023-07-22,Sudeste,Smartphone,16,4215.62,1595.52,41921.6
2023-07-22,Centro-Oeste,Smartphone,2,2725.62,1632.09,2187.06
2023-07-22,Nordeste,Mouse,17,3314.68,2717.04,10159.879999999997
2023-07-22,Nordeste,Fone de Ouvido,3,3182.22,2965.06,651.4799999999996
2023-07-23,Norte,Teclado,19,2658.58,1903.22,14351.839999999998
2023-07-23,Centro-Oeste,Mouse,2,4890.41,1323.32,7134.18
2023-07-23,Norte,Fone de Ouvido,18,1647.01,1459.33,3378.240000000001
2023-07-23,Sul,Monitor,13,2663.77,2578.61,1107.079999999998
2023-07-23,Norte,Teclado,14,3385.38,549.18,39706.8
2023-07-23,Sudeste,Teclado,9,1771.44,437.19,12008.25
2023-07-24,Centro-Oeste,Monitor,3,2931.89,1975.2,2870.0699999999997
2023-07-24,Norte,Smartphone,18,3529.09,1981.51,27856.440000000002
2023-07-24,Nordeste,Mouse,3,2943.23,130.6,8437.89
2023-07-24,Sul,Smartphone,6,3820.3,2462.53,8146.62
2023-07-25,Centro-Oeste,Mouse,1,2789.55,2517.39,272.1600000000003
2023-07-25,Norte,Smartphone,14,3275.32,283.16,41890.240000000005
2023-07-25,Sudeste,Notebook,15,1290.02,466.68,12350.099999999999
2023-07-25,Norte,Teclado,18,470.6,47.51,7615.620000000001
2023-07-25,Norte,Monitor,9,2236.89,343.18,17043.39
2023-07-25,Sul,Carregador,18,2302.41,725.26,28388.699999999997
2023-07-25,Centro-Oeste,Smartphone,2,3290.65,1087.14,4407.02
2023-07-26,Nordeste,Mouse,7,2908.18,2062.68,5918.5
2023-07-26,Sul,Monitor,18,2756.35,1318.08,25888.86
2023-07-26,Norte,Monitor,19,2977.22,1028.93,37017.509999999995
2023-07-27,Sudeste,Monitor,14,4273.07,716.36,49793.939999999995
2023-07-27,Norte,Carregador,6,4266.82,2134.81,12792.059999999998
2023-07-27,Nordeste,Monitor,8,4413.3,2464.62,15589.440000000002
2023-07-27,Nordeste,Smartphone,15,1583.41,910.45,10094.400000000001
2023-07-27,Nordeste,Mouse,5,4343.88,2897.08,7234.000000000001
2023-07-27,Sudeste,Smartphone,10,3243.26,2290.13,9531.300000000001
2023-07-28,Sudeste,Notebook,12,1548.51,493.13,12664.560000000001
2023-07-28,Sul,Mouse,4,1809.9,535.34,5098.24
2023-07-28,Norte,Monitor,13,2599.55,1354.29,16188.380000000003
2023-07-28,Nordeste,Mouse,15,3685.31,1697.8,29812.65
2023-07-28,Nordeste,Teclado,1,4496.19,692.99,3803.2
2023-07-28,Nordeste,Smartphone,12,3869.74,1125.11,32935.56
2023-07-28,Sudeste,Monitor,11,1084.09,685.45,4385.039999999999
2023-07-28,Sudeste,Smartphone,7,2022.2,1071.99,6651.47
2023-07-28,Nordeste,Carregador,12,2882.6,1810.8,12861.599999999999
2023-07-29,Sul,Monitor,7,937.6,681.02,1796.0600000000004
2023-07-29,Norte,Carregador,17,2442.03,995.29,24594.580000000005
2023-07-29,Sudeste,Mouse,13,4292.63,1436.65,37127.74
2023-07-30,Nordeste,Smartphone,4,4020.78,2259.03,7047.0
2023-07-30,Sudeste,Monitor,17,4788.72,811.56,67611.72
2023-07-30,Norte,Carregador,17,3497.39,1205.14,38968.25
2023-07-30,Sul,Carregador,1,2333.29,312.08,2021.21
2023-07-30,Nordeste,Teclado,14,4091.03,538.95,49729.119999999995
2023-07-30,Nordeste,Carregador,8,4341.81,116.3,33804.08
2023-07-30,Sul,Notebook,4,2649.07,2645.56,14.040000000000873
2023-07-31,Sudeste,Fone de Ouvido,19,3437.71,514.98,55531.87
2023-07-31,Sudeste,Mouse,11,4867.77,210.62,51228.65000000001
2023-07-31,Norte,Notebook,14,1267.39,1044.98,3113.740000000001
2023-07-31,Sul,Monitor,4,4243.72,873.57,13480.6
2023-07-31,Nordeste,Fone de Ouvido,16,4683.07,781.02,62432.799999999996
2023-07-31,Nordeste,Smartphone,5,1334.47,460.84,4368.150000000001
2023-07-31,Nordeste,Monitor,8,2250.89,149.13,16814.079999999998
2023-07-31,Norte,Notebook,1,3469.5,515.75,2953.75
2023-07-31,Nordeste,Carregador,9,2755.2,1944.4,7297.199999999997
2023-08-01,Sul,Notebook,4,4636.33,2144.38,9967.8
2023-08-01,Norte,Smartphone,3,4105.39,1783.89,6964.5
2023-08-01,Centro-Oeste,Carregador,16,2113.4,1629.94,7735.360000000001
2023-08-01,Nordeste,Smartphone,18,1075.01,574.78,9004.14
2023-08-02,Sul,Monitor,19,2972.71,1428.45,29340.94
2023-08-02,Sul,Mouse,17,4660.48,2571.6,35510.95999999999
2023-08-02,Centro-Oeste,Notebook,13,2737.37,2529.11,2707.379999999997
2023-08-02,Norte,Teclado,7,3414.22,525.36,20222.019999999997
2023-08-03,Norte,Carregador,16,3608.38,2725.19,14131.04
2023-08-03,Norte,Smartphone,14,4051.49,2990.54,14853.299999999997
2023-08-03,Norte,Fone de Ouvido,5,4113.18,430.53,18413.250000000004
2023-08-03,Sul,Mouse,4,2103.08,1725.89,1508.7599999999993
2023-08-03,Nordeste,Smartphone,10,1817.93,30.85,17870.800000000003
2023-08-03,Sudeste,Smartphone,4,4952.49,2666.35,9144.56
2023-08-04,Norte,Monitor,6,1767.5,571.57,7175.579999999999
2023-08-04,Sul,Notebook,4,1562.38,1012.35,2200.1200000000003
2023-08-04,Sudeste,Notebook,8,4318.97,1775.67,20346.4
2023-08-05,Norte,Smartphone,19,3344.09,1817.37,29007.680000000004
2023-08-05,Sudeste,Notebook,19,1047.13,251.48,15117.350000000002
2023-08-05,Nordeste,Fone de Ouvido,10,4116.62,2921.74,11948.800000000001
2023-08-05,Nordeste,Smartphone,8,1405.41,589.91,6524.000000000001
2023-08-06,Norte,Teclado,19,4188.12,2584.64,30466.12
2023-08-06,Sul,Smartphone,1,4373.16,692.27,3680.89
2023-08-06,Centro-Oeste,Notebook,2,2334.4,131.03,4406.74
2023-08-06,Norte,Fone de Ouvido,6,2367.68,1597.99,4618.139999999999
2023-08-06,Norte,Smartphone,17,4975.72,728.24,72207.16
2023-08-07,Centro-Oeste,Fone de Ouvido,19,2435.02,2224.62,3997.6000000000017
2023-08-07,Sudeste,Teclado,16,3975.71,949.72,48415.84
2023-08-07,Nordeste,Notebook,11,3363.93,2672.48,7605.949999999998
2023-08-07,Nordeste,Monitor,12,2137.02,557.02,18960.0
2023-08-07,Norte,Teclado,15,1531.77,1514.73,255.59999999999945
2023-08-07,Norte,Carregador,18,854.18,616.89,4271.219999999999
2023-08-07,Nordeste,Notebook,16,4635.53,1779.81,45691.52
2023-08-07,Sul,Teclado,9,4044.01,2838.24,10851.930000000004
2023-08-08,Sudeste,Smartphone,18,3184.75,2325.09,15473.879999999997
2023-08-08,Sudeste,Fone de Ouvido,12,4991.31,2284.11,32486.4
2023-08-08,Centro-Oeste,Carregador,8,3829.32,1849.25,15840.560000000001
2023-08-08,Centro-Oeste,Notebook,4,977.23,815.61,646.48
2023-08-08,Sul,Monitor,16,4915.93,1407.23,56139.200000000004
2023-08-08,Centro-Oeste,Smartphone,19,3815.93,720.89,58805.76
2023-08-09,Nordeste,Carregador,18,2489.16,1169.71,23750.1
2023-08-09,Centro-Oeste,Notebook,15,3855.35,2444.83,21157.8
2023-08-09,Norte,Mouse,16,1935.68,854.42,17300.160000000003
2023-08-09,Norte,Smartphone,3,3209.34,1979.01,3690.9900000000007
2023-08-09,Sul,Smartphone,12,3770.57,234.44,42433.56
2023-08-10,Sudeste,Fone de Ouvido,6,3039.04,687.71,14107.98
2023-08-10,Norte,Teclado,1,3521.09,2446.23,1074.8600000000001
2023-08-10,Norte,Monitor,1,4132.77,2413.93,1718.8400000000006
2023-08-10,Nordeste,Monitor,5,1280.14,813.29,2334.250000000001
2023-08-11,Norte,Mouse,3,4685.59,2717.89,5903.1
2023-08-11,Sul,Carregador,7,1655.04,1092.65,3936.729999999999
2023-08-11,Sudeste,Notebook,4,1463.28,233.76,4918.08
2023-08-11,Nordeste,Fone de Ouvido,11,3646.47,2604.97,11456.5
2023-08-11,Sul,Monitor,2,2914.54,1012.3,3804.48
2023-08-11,Sul,Teclado,1,3102.85,418.47,2684.38
2023-08-12,Sul,Teclado,16,2162.62,190.12,31560.0
2023-08-12,Sul,Notebook,15,4309.43,2819.71,22345.800000000003
2023-08-12,Nordeste,Monitor,7,2108.19,606.88,10509.17
2023-08-12,Norte,Fone de Ouvido,6,3206.25,1364.08,11053.02
2023-08-12,Sudeste,Monitor,1,806.61,542.34,264.27
